respondent_id,Artist,Art_practice,Purchase_art,Professional_artist,AI_models_familiarity,Used_AI_art_models,compensation,Age,POC,Gender_identity,Country,question_group,perspective_text
105,Yes,paint,No ,No,AI art generally,No,flat_fee,50-64,No ,Male,United States of America,utility,I agree that AI art models are a positive development in the field of art.
105,Yes,paint,No ,No,AI art generally,No,flat_fee,50-64,No ,Male,United States of America,ownership,I agree that AI-generated artwork in my style should be considered the property of the AI user. I agree that AI-generated artwork in my style should be considered my property as the original artist. I agree that AI-generated artwork in my style should be considered the property of the AI model creators.
105,Yes,paint,No ,No,AI art generally,No,flat_fee,50-64,No ,Male,United States of America,transparency,I agree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
105,Yes,paint,No ,No,AI art generally,No,flat_fee,50-64,No ,Male,United States of America,compensation,I consider a flat fee to be fair compensation for using my art as training data.
107,Yes,paint,Yes ,Yes,AI_Deeplearning_GANS,No,donate_to_trainer,30-49,Yes ,Male,United States of America,threat,I am unsure whether AI art models are a threat to art workers.
107,Yes,paint,Yes ,Yes,AI_Deeplearning_GANS,No,donate_to_trainer,30-49,Yes ,Male,United States of America,utility,I agree that AI art models are a positive development in the field of art.
107,Yes,paint,Yes ,Yes,AI_Deeplearning_GANS,No,donate_to_trainer,30-49,Yes ,Male,United States of America,ownership,I neither agree nor disagree that AI-generated artwork in my style should be considered the property of the AI user. I neither agree nor disagree that AI-generated artwork in my style should be considered my property as the original artist. I agree that AI-generated artwork in my style should be considered the property of the AI model creators.
107,Yes,paint,Yes ,Yes,AI_Deeplearning_GANS,No,donate_to_trainer,30-49,Yes ,Male,United States of America,transparency,I agree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
107,Yes,paint,Yes ,Yes,AI_Deeplearning_GANS,No,donate_to_trainer,30-49,Yes ,Male,United States of America,compensation,I would donate the use of my artwork to train AI art models with no compensation.
112,Yes,Photography,Yes ,Yes,AI art generally,Yes ,donate_to_trainer,30-49,No ,Male,United States of America,threat,I agree that AI art models are a threat to art workers.
112,Yes,Photography,Yes ,Yes,AI art generally,Yes ,donate_to_trainer,30-49,No ,Male,United States of America,utility,I agree that AI art models are a positive development in the field of art.
112,Yes,Photography,Yes ,Yes,AI art generally,Yes ,donate_to_trainer,30-49,No ,Male,United States of America,ownership,I agree that AI-generated artwork in my style should be considered the property of the AI user. I agree that AI-generated artwork in my style should be considered my property as the original artist. I agree that AI-generated artwork in my style should be considered the property of the AI model creators.
112,Yes,Photography,Yes ,Yes,AI art generally,Yes ,donate_to_trainer,30-49,No ,Male,United States of America,transparency,I agree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
112,Yes,Photography,Yes ,Yes,AI art generally,Yes ,donate_to_trainer,30-49,No ,Male,United States of America,compensation,I would donate the use of my artwork to train AI art models with no compensation.
113,Yes,paint,Yes ,Yes,AI_Deeplearning_GANS,Yes ,donate_to_trainer,30-49,Yes ,Male,United States of America,threat,I agree that AI art models are a threat to art workers.
113,Yes,paint,Yes ,Yes,AI_Deeplearning_GANS,Yes ,donate_to_trainer,30-49,Yes ,Male,United States of America,utility,I agree that AI art models are a positive development in the field of art.
113,Yes,paint,Yes ,Yes,AI_Deeplearning_GANS,Yes ,donate_to_trainer,30-49,Yes ,Male,United States of America,ownership,I agree that AI-generated artwork in my style should be considered the property of the AI user. I agree that AI-generated artwork in my style should be considered my property as the original artist. I agree that AI-generated artwork in my style should be considered the property of the AI model creators.
113,Yes,paint,Yes ,Yes,AI_Deeplearning_GANS,Yes ,donate_to_trainer,30-49,Yes ,Male,United States of America,transparency,I agree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
113,Yes,paint,Yes ,Yes,AI_Deeplearning_GANS,Yes ,donate_to_trainer,30-49,Yes ,Male,United States of America,compensation,I would donate the use of my artwork to train AI art models with no compensation.
114,Yes,paint,Yes ,Yes,AI art generally,Yes ,donate_to_trainer,30-49,No ,Male,United States of America,threat,I am unsure whether AI art models are a threat to art workers.
114,Yes,paint,Yes ,Yes,AI art generally,Yes ,donate_to_trainer,30-49,No ,Male,United States of America,utility,I am unsure whether AI art models are a positive development in the field of art.
114,Yes,paint,Yes ,Yes,AI art generally,Yes ,donate_to_trainer,30-49,No ,Male,United States of America,ownership,I agree that AI-generated artwork in my style should be considered the property of the AI user. I agree that AI-generated artwork in my style should be considered my property as the original artist. I neither agree nor disagree that AI-generated artwork in my style should be considered the property of the AI model creators.
114,Yes,paint,Yes ,Yes,AI art generally,Yes ,donate_to_trainer,30-49,No ,Male,United States of America,transparency,I disagree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
114,Yes,paint,Yes ,Yes,AI art generally,Yes ,donate_to_trainer,30-49,No ,Male,United States of America,compensation,I would donate the use of my artwork to train AI art models with no compensation.
115,Yes,illustration,Yes ,No,text to image,No,portion_of_any_profit_made,18 - 29,No ,Male,United States of America,threat,I disagree that AI art models are a threat to art workers.
115,Yes,illustration,Yes ,No,text to image,No,portion_of_any_profit_made,18 - 29,No ,Male,United States of America,utility,I agree that AI art models are a positive development in the field of art.
115,Yes,illustration,Yes ,No,text to image,No,portion_of_any_profit_made,18 - 29,No ,Male,United States of America,ownership,I agree that AI-generated artwork in my style should be considered the property of the AI user. I agree that AI-generated artwork in my style should be considered my property as the original artist. I neither agree nor disagree that AI-generated artwork in my style should be considered the property of the AI model creators.
115,Yes,illustration,Yes ,No,text to image,No,portion_of_any_profit_made,18 - 29,No ,Male,United States of America,transparency,I disagree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
115,Yes,illustration,Yes ,No,text to image,No,portion_of_any_profit_made,18 - 29,No ,Male,United States of America,compensation,I prefer a portion of any profit made from AI art trained on my work.
117,Yes,paint,Yes ,No,AI art generally,No,Other,50-64,Yes ,Male,United States of America,threat,I disagree that AI art models are a threat to art workers.
117,Yes,paint,Yes ,No,AI art generally,No,Other,50-64,Yes ,Male,United States of America,utility,I agree that AI art models are a positive development in the field of art.
117,Yes,paint,Yes ,No,AI art generally,No,Other,50-64,Yes ,Male,United States of America,ownership,I disagree that AI-generated artwork in my style should be considered the property of the AI user. I disagree that AI-generated artwork in my style should be considered my property as the original artist. I disagree that AI-generated artwork in my style should be considered the property of the AI model creators.
117,Yes,paint,Yes ,No,AI art generally,No,Other,50-64,Yes ,Male,United States of America,transparency,I agree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
117,Yes,paint,Yes ,No,AI art generally,No,Other,50-64,Yes ,Male,United States of America,compensation,I have another view on what compensation would be fair.
119,Yes,paint,Yes ,Yes,AI art generally,Yes ,nocomp_but_no_forprofit,30-49,No ,Male,United States of America,threat,I agree that AI art models are a threat to art workers.
119,Yes,paint,Yes ,Yes,AI art generally,Yes ,nocomp_but_no_forprofit,30-49,No ,Male,United States of America,utility,I am unsure whether AI art models are a positive development in the field of art.
119,Yes,paint,Yes ,Yes,AI art generally,Yes ,nocomp_but_no_forprofit,30-49,No ,Male,United States of America,ownership,I disagree that AI-generated artwork in my style should be considered the property of the AI user. I neither agree nor disagree that AI-generated artwork in my style should be considered my property as the original artist. I disagree that AI-generated artwork in my style should be considered the property of the AI model creators.
119,Yes,paint,Yes ,Yes,AI art generally,Yes ,nocomp_but_no_forprofit,30-49,No ,Male,United States of America,transparency,I agree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
119,Yes,paint,Yes ,Yes,AI art generally,Yes ,nocomp_but_no_forprofit,30-49,No ,Male,United States of America,compensation,"I do not need to profit, but I do not want for-profit companies to profit from my art."
120,Yes,paint,Yes ,No,AI art generally,No,flat_fee,30-49,No ,Male,United States of America,threat,I agree that AI art models are a threat to art workers.
120,Yes,paint,Yes ,No,AI art generally,No,flat_fee,30-49,No ,Male,United States of America,utility,I disagree that AI art models are a positive development in the field of art.
120,Yes,paint,Yes ,No,AI art generally,No,flat_fee,30-49,No ,Male,United States of America,ownership,I agree that AI-generated artwork in my style should be considered the property of the AI user. I agree that AI-generated artwork in my style should be considered my property as the original artist. I agree that AI-generated artwork in my style should be considered the property of the AI model creators.
120,Yes,paint,Yes ,No,AI art generally,No,flat_fee,30-49,No ,Male,United States of America,transparency,I agree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
120,Yes,paint,Yes ,No,AI art generally,No,flat_fee,30-49,No ,Male,United States of America,compensation,I consider a flat fee to be fair compensation for using my art as training data.
122,Yes,paint,Yes ,Yes,AI art generally,Yes ,portion_of_any_profit_made,30-49,No ,Male,United States of America,threat,I am unsure whether AI art models are a threat to art workers.
122,Yes,paint,Yes ,Yes,AI art generally,Yes ,portion_of_any_profit_made,30-49,No ,Male,United States of America,utility,I am unsure whether AI art models are a positive development in the field of art.
122,Yes,paint,Yes ,Yes,AI art generally,Yes ,portion_of_any_profit_made,30-49,No ,Male,United States of America,ownership,I agree that AI-generated artwork in my style should be considered the property of the AI user. I agree that AI-generated artwork in my style should be considered my property as the original artist. I disagree that AI-generated artwork in my style should be considered the property of the AI model creators.
122,Yes,paint,Yes ,Yes,AI art generally,Yes ,portion_of_any_profit_made,30-49,No ,Male,United States of America,transparency,I agree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
122,Yes,paint,Yes ,Yes,AI art generally,Yes ,portion_of_any_profit_made,30-49,No ,Male,United States of America,compensation,I prefer a portion of any profit made from AI art trained on my work.
123,Yes,paint,Yes ,Yes,AI art generally,Yes ,flat_fee,30-49,Yes ,Male,United States of America,threat,I agree that AI art models are a threat to art workers.
123,Yes,paint,Yes ,Yes,AI art generally,Yes ,flat_fee,30-49,Yes ,Male,United States of America,utility,I disagree that AI art models are a positive development in the field of art.
123,Yes,paint,Yes ,Yes,AI art generally,Yes ,flat_fee,30-49,Yes ,Male,United States of America,ownership,I agree that AI-generated artwork in my style should be considered the property of the AI user. I agree that AI-generated artwork in my style should be considered my property as the original artist. I agree that AI-generated artwork in my style should be considered the property of the AI model creators.
123,Yes,paint,Yes ,Yes,AI art generally,Yes ,flat_fee,30-49,Yes ,Male,United States of America,transparency,I agree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
123,Yes,paint,Yes ,Yes,AI art generally,Yes ,flat_fee,30-49,Yes ,Male,United States of America,compensation,I consider a flat fee to be fair compensation for using my art as training data.
124,Yes,writing,Yes ,No,AI art generally,Yes ,I_dont_need_profit,30-49,Yes ,Male,United States of America,threat,I agree that AI art models are a threat to art workers.
124,Yes,writing,Yes ,No,AI art generally,Yes ,I_dont_need_profit,30-49,Yes ,Male,United States of America,utility,I am unsure whether AI art models are a positive development in the field of art.
124,Yes,writing,Yes ,No,AI art generally,Yes ,I_dont_need_profit,30-49,Yes ,Male,United States of America,ownership,I disagree that AI-generated artwork in my style should be considered the property of the AI user. I disagree that AI-generated artwork in my style should be considered my property as the original artist. I disagree that AI-generated artwork in my style should be considered the property of the AI model creators.
124,Yes,writing,Yes ,No,AI art generally,Yes ,I_dont_need_profit,30-49,Yes ,Male,United States of America,transparency,I agree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
124,Yes,writing,Yes ,No,AI art generally,Yes ,I_dont_need_profit,30-49,Yes ,Male,United States of America,compensation,I do not need to profit from the use of my artwork to train AI art models.
127,Yes,Photography,No ,Yes,AI art generally,No,I_dont_need_profit,65 or older,No ,Male,United States of America,threat,I agree that AI art models are a threat to art workers.
127,Yes,Photography,No ,Yes,AI art generally,No,I_dont_need_profit,65 or older,No ,Male,United States of America,utility,I am unsure whether AI art models are a positive development in the field of art.
127,Yes,Photography,No ,Yes,AI art generally,No,I_dont_need_profit,65 or older,No ,Male,United States of America,ownership,I neither agree nor disagree that AI-generated artwork in my style should be considered the property of the AI user. I neither agree nor disagree that AI-generated artwork in my style should be considered my property as the original artist. I neither agree nor disagree that AI-generated artwork in my style should be considered the property of the AI model creators.
127,Yes,Photography,No ,Yes,AI art generally,No,I_dont_need_profit,65 or older,No ,Male,United States of America,transparency,I agree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
127,Yes,Photography,No ,Yes,AI art generally,No,I_dont_need_profit,65 or older,No ,Male,United States of America,compensation,I do not need to profit from the use of my artwork to train AI art models.
129,Yes,paint,Yes ,No,text to image,Yes ,portion_of_any_profit_made,50-64,No ,Male,United States of America,threat,I disagree that AI art models are a threat to art workers.
129,Yes,paint,Yes ,No,text to image,Yes ,portion_of_any_profit_made,50-64,No ,Male,United States of America,utility,I agree that AI art models are a positive development in the field of art.
129,Yes,paint,Yes ,No,text to image,Yes ,portion_of_any_profit_made,50-64,No ,Male,United States of America,ownership,I agree that AI-generated artwork in my style should be considered the property of the AI user. I disagree that AI-generated artwork in my style should be considered my property as the original artist. I agree that AI-generated artwork in my style should be considered the property of the AI model creators.
129,Yes,paint,Yes ,No,text to image,Yes ,portion_of_any_profit_made,50-64,No ,Male,United States of America,transparency,I am unsure whether AI model creators should be required to disclose in detail what art and images they use to train their AI models.
129,Yes,paint,Yes ,No,text to image,Yes ,portion_of_any_profit_made,50-64,No ,Male,United States of America,compensation,I prefer a portion of any profit made from AI art trained on my work.
130,Yes,paint,Yes ,Yes,AI art generally,Yes ,nocomp_but_no_forprofit,30-49,Yes ,Male,United States of America,threat,I agree that AI art models are a threat to art workers.
130,Yes,paint,Yes ,Yes,AI art generally,Yes ,nocomp_but_no_forprofit,30-49,Yes ,Male,United States of America,utility,I agree that AI art models are a positive development in the field of art.
130,Yes,paint,Yes ,Yes,AI art generally,Yes ,nocomp_but_no_forprofit,30-49,Yes ,Male,United States of America,ownership,I agree that AI-generated artwork in my style should be considered the property of the AI user. I agree that AI-generated artwork in my style should be considered my property as the original artist. I agree that AI-generated artwork in my style should be considered the property of the AI model creators.
130,Yes,paint,Yes ,Yes,AI art generally,Yes ,nocomp_but_no_forprofit,30-49,Yes ,Male,United States of America,transparency,I agree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
130,Yes,paint,Yes ,Yes,AI art generally,Yes ,nocomp_but_no_forprofit,30-49,Yes ,Male,United States of America,compensation,"I do not need to profit, but I do not want for-profit companies to profit from my art."
135,Yes,paint,Yes ,Yes,AI art generally,Yes ,portion_from_derivatives,30-49,No ,Male,United States of America,threat,I agree that AI art models are a threat to art workers.
135,Yes,paint,Yes ,Yes,AI art generally,Yes ,portion_from_derivatives,30-49,No ,Male,United States of America,utility,I agree that AI art models are a positive development in the field of art.
135,Yes,paint,Yes ,Yes,AI art generally,Yes ,portion_from_derivatives,30-49,No ,Male,United States of America,ownership,I agree that AI-generated artwork in my style should be considered the property of the AI user. I agree that AI-generated artwork in my style should be considered my property as the original artist. I agree that AI-generated artwork in my style should be considered the property of the AI model creators.
135,Yes,paint,Yes ,Yes,AI art generally,Yes ,portion_from_derivatives,30-49,No ,Male,United States of America,transparency,I agree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
135,Yes,paint,Yes ,Yes,AI art generally,Yes ,portion_from_derivatives,30-49,No ,Male,United States of America,compensation,"I consider it fair to receive a portion of any profit from derivative works made using the model. In my view, taxes on AI art profits should support: Companies and individuals should be subject to a new tax in order to use AI art that was trained with your artwork because their rights"
136,Yes,paint,Yes ,No,AI art generally,Yes ,not_comfortable_with_any_listed_options,18 - 29,No ,Male,United States of America,threat,I agree that AI art models are a threat to art workers.
136,Yes,paint,Yes ,No,AI art generally,Yes ,not_comfortable_with_any_listed_options,18 - 29,No ,Male,United States of America,utility,I am unsure whether AI art models are a positive development in the field of art.
136,Yes,paint,Yes ,No,AI art generally,Yes ,not_comfortable_with_any_listed_options,18 - 29,No ,Male,United States of America,ownership,I disagree that AI-generated artwork in my style should be considered the property of the AI user. I disagree that AI-generated artwork in my style should be considered my property as the original artist. I disagree that AI-generated artwork in my style should be considered the property of the AI model creators.
136,Yes,paint,Yes ,No,AI art generally,Yes ,not_comfortable_with_any_listed_options,18 - 29,No ,Male,United States of America,transparency,I agree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
136,Yes,paint,Yes ,No,AI art generally,Yes ,not_comfortable_with_any_listed_options,18 - 29,No ,Male,United States of America,compensation,I would not feel comfortable with any of the listed compensation options.
139,Yes,paint,Yes ,No,AI art generally,Yes ,portion_from_model_creators,30-49,Yes ,Male,United States of America,threat,I agree that AI art models are a threat to art workers.
139,Yes,paint,Yes ,No,AI art generally,Yes ,portion_from_model_creators,30-49,Yes ,Male,United States of America,utility,I agree that AI art models are a positive development in the field of art.
139,Yes,paint,Yes ,No,AI art generally,Yes ,portion_from_model_creators,30-49,Yes ,Male,United States of America,ownership,I disagree that AI-generated artwork in my style should be considered the property of the AI user. I disagree that AI-generated artwork in my style should be considered my property as the original artist. I disagree that AI-generated artwork in my style should be considered the property of the AI model creators.
139,Yes,paint,Yes ,No,AI art generally,Yes ,portion_from_model_creators,30-49,Yes ,Male,United States of America,transparency,I agree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
139,Yes,paint,Yes ,No,AI art generally,Yes ,portion_from_model_creators,30-49,Yes ,Male,United States of America,compensation,I consider it fair to receive a portion of any profit made by the model creators.
140,Yes,Photography,Yes ,No,none,No,donate_to_trainer,50-64,No ,Male,United States of America,threat,I am unsure whether AI art models are a threat to art workers.
140,Yes,Photography,Yes ,No,none,No,donate_to_trainer,50-64,No ,Male,United States of America,utility,I agree that AI art models are a positive development in the field of art.
140,Yes,Photography,Yes ,No,none,No,donate_to_trainer,50-64,No ,Male,United States of America,ownership,I agree that AI-generated artwork in my style should be considered the property of the AI user. I agree that AI-generated artwork in my style should be considered my property as the original artist. I agree that AI-generated artwork in my style should be considered the property of the AI model creators.
140,Yes,Photography,Yes ,No,none,No,donate_to_trainer,50-64,No ,Male,United States of America,transparency,I disagree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
140,Yes,Photography,Yes ,No,none,No,donate_to_trainer,50-64,No ,Male,United States of America,compensation,I would donate the use of my artwork to train AI art models with no compensation.
144,Yes,designer,Yes ,Yes,AI art generally,Yes ,portion_from_model_creators,30-49,No ,Male,United States of America,threat,I am unsure whether AI art models are a threat to art workers.
144,Yes,designer,Yes ,Yes,AI art generally,Yes ,portion_from_model_creators,30-49,No ,Male,United States of America,utility,I agree that AI art models are a positive development in the field of art.
144,Yes,designer,Yes ,Yes,AI art generally,Yes ,portion_from_model_creators,30-49,No ,Male,United States of America,ownership,I agree that AI-generated artwork in my style should be considered the property of the AI user. I disagree that AI-generated artwork in my style should be considered my property as the original artist. I disagree that AI-generated artwork in my style should be considered the property of the AI model creators.
144,Yes,designer,Yes ,Yes,AI art generally,Yes ,portion_from_model_creators,30-49,No ,Male,United States of America,transparency,I agree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
144,Yes,designer,Yes ,Yes,AI art generally,Yes ,portion_from_model_creators,30-49,No ,Male,United States of America,compensation,I consider it fair to receive a portion of any profit made by the model creators.
146,Yes,paint,Yes ,No,AI_Deeplearning_GANS,No,portion_of_any_profit_made,30-49,No ,Male,United States of America,threat,I am unsure whether AI art models are a threat to art workers.
146,Yes,paint,Yes ,No,AI_Deeplearning_GANS,No,portion_of_any_profit_made,30-49,No ,Male,United States of America,utility,I disagree that AI art models are a positive development in the field of art.
146,Yes,paint,Yes ,No,AI_Deeplearning_GANS,No,portion_of_any_profit_made,30-49,No ,Male,United States of America,ownership,I neither agree nor disagree that AI-generated artwork in my style should be considered the property of the AI user. I disagree that AI-generated artwork in my style should be considered my property as the original artist. I agree that AI-generated artwork in my style should be considered the property of the AI model creators.
146,Yes,paint,Yes ,No,AI_Deeplearning_GANS,No,portion_of_any_profit_made,30-49,No ,Male,United States of America,transparency,I agree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
146,Yes,paint,Yes ,No,AI_Deeplearning_GANS,No,portion_of_any_profit_made,30-49,No ,Male,United States of America,compensation,I prefer a portion of any profit made from AI art trained on my work.
151,Yes,paint,Yes ,Yes,AI art generally,Yes ,donate_to_trainer,30-49,Yes ,Male,United States of America,threat,I disagree that AI art models are a threat to art workers.
151,Yes,paint,Yes ,Yes,AI art generally,Yes ,donate_to_trainer,30-49,Yes ,Male,United States of America,utility,I agree that AI art models are a positive development in the field of art.
151,Yes,paint,Yes ,Yes,AI art generally,Yes ,donate_to_trainer,30-49,Yes ,Male,United States of America,ownership,I agree that AI-generated artwork in my style should be considered the property of the AI user. I agree that AI-generated artwork in my style should be considered my property as the original artist. I agree that AI-generated artwork in my style should be considered the property of the AI model creators.
151,Yes,paint,Yes ,Yes,AI art generally,Yes ,donate_to_trainer,30-49,Yes ,Male,United States of America,transparency,I agree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
151,Yes,paint,Yes ,Yes,AI art generally,Yes ,donate_to_trainer,30-49,Yes ,Male,United States of America,compensation,I would donate the use of my artwork to train AI art models with no compensation.
152,Yes,Photography,No ,No,AI art generally,No,portion_of_any_profit_made,18 - 29,Yes ,Male,United States of America,threat,I agree that AI art models are a threat to art workers.
152,Yes,Photography,No ,No,AI art generally,No,portion_of_any_profit_made,18 - 29,Yes ,Male,United States of America,utility,I am unsure whether AI art models are a positive development in the field of art.
152,Yes,Photography,No ,No,AI art generally,No,portion_of_any_profit_made,18 - 29,Yes ,Male,United States of America,ownership,I neither agree nor disagree that AI-generated artwork in my style should be considered the property of the AI user. I agree that AI-generated artwork in my style should be considered my property as the original artist. I disagree that AI-generated artwork in my style should be considered the property of the AI model creators.
152,Yes,Photography,No ,No,AI art generally,No,portion_of_any_profit_made,18 - 29,Yes ,Male,United States of America,transparency,I am unsure whether AI model creators should be required to disclose in detail what art and images they use to train their AI models.
152,Yes,Photography,No ,No,AI art generally,No,portion_of_any_profit_made,18 - 29,Yes ,Male,United States of America,compensation,I prefer a portion of any profit made from AI art trained on my work.
156,Yes,Photography,Yes ,No,AI art generally,No,flat_fee,65 or older,No ,Male,United States of America,threat,I agree that AI art models are a threat to art workers.
156,Yes,Photography,Yes ,No,AI art generally,No,flat_fee,65 or older,No ,Male,United States of America,utility,I am unsure whether AI art models are a positive development in the field of art.
156,Yes,Photography,Yes ,No,AI art generally,No,flat_fee,65 or older,No ,Male,United States of America,ownership,I disagree that AI-generated artwork in my style should be considered the property of the AI user. I agree that AI-generated artwork in my style should be considered my property as the original artist. I disagree that AI-generated artwork in my style should be considered the property of the AI model creators.
156,Yes,Photography,Yes ,No,AI art generally,No,flat_fee,65 or older,No ,Male,United States of America,transparency,I agree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
156,Yes,Photography,Yes ,No,AI art generally,No,flat_fee,65 or older,No ,Male,United States of America,compensation,I consider a flat fee to be fair compensation for using my art as training data.
159,Yes,Photography,Yes ,Yes,text to image,No,portion_from_model_creators,18 - 29,Yes ,Male,United States of America,threat,I am unsure whether AI art models are a threat to art workers.
159,Yes,Photography,Yes ,Yes,text to image,No,portion_from_model_creators,18 - 29,Yes ,Male,United States of America,utility,I am unsure whether AI art models are a positive development in the field of art.
159,Yes,Photography,Yes ,Yes,text to image,No,portion_from_model_creators,18 - 29,Yes ,Male,United States of America,ownership,I neither agree nor disagree that AI-generated artwork in my style should be considered the property of the AI user. I neither agree nor disagree that AI-generated artwork in my style should be considered my property as the original artist. I neither agree nor disagree that AI-generated artwork in my style should be considered the property of the AI model creators.
159,Yes,Photography,Yes ,Yes,text to image,No,portion_from_model_creators,18 - 29,Yes ,Male,United States of America,transparency,I am unsure whether AI model creators should be required to disclose in detail what art and images they use to train their AI models.
159,Yes,Photography,Yes ,Yes,text to image,No,portion_from_model_creators,18 - 29,Yes ,Male,United States of America,compensation,I consider it fair to receive a portion of any profit made by the model creators.
160,Yes,Photography,Yes ,Yes,AI art generally,Yes ,donate_to_trainer,30-49,Yes ,Male,United States of America,threat,I agree that AI art models are a threat to art workers.
160,Yes,Photography,Yes ,Yes,AI art generally,Yes ,donate_to_trainer,30-49,Yes ,Male,United States of America,utility,I agree that AI art models are a positive development in the field of art.
160,Yes,Photography,Yes ,Yes,AI art generally,Yes ,donate_to_trainer,30-49,Yes ,Male,United States of America,ownership,I agree that AI-generated artwork in my style should be considered the property of the AI user. I agree that AI-generated artwork in my style should be considered my property as the original artist. I agree that AI-generated artwork in my style should be considered the property of the AI model creators.
160,Yes,Photography,Yes ,Yes,AI art generally,Yes ,donate_to_trainer,30-49,Yes ,Male,United States of America,transparency,I agree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
160,Yes,Photography,Yes ,Yes,AI art generally,Yes ,donate_to_trainer,30-49,Yes ,Male,United States of America,compensation,I would donate the use of my artwork to train AI art models with no compensation.
166,Yes,music,Yes ,No,AI art generally,No,nocomp_but_no_forprofit,18 - 29,No ,Male,United States of America,threat,I agree that AI art models are a threat to art workers.
166,Yes,music,Yes ,No,AI art generally,No,nocomp_but_no_forprofit,18 - 29,No ,Male,United States of America,utility,I am unsure whether AI art models are a positive development in the field of art.
166,Yes,music,Yes ,No,AI art generally,No,nocomp_but_no_forprofit,18 - 29,No ,Male,United States of America,ownership,I disagree that AI-generated artwork in my style should be considered the property of the AI user. I agree that AI-generated artwork in my style should be considered my property as the original artist. I disagree that AI-generated artwork in my style should be considered the property of the AI model creators.
166,Yes,music,Yes ,No,AI art generally,No,nocomp_but_no_forprofit,18 - 29,No ,Male,United States of America,transparency,I agree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
166,Yes,music,Yes ,No,AI art generally,No,nocomp_but_no_forprofit,18 - 29,No ,Male,United States of America,compensation,"I do not need to profit, but I do not want for-profit companies to profit from my art."
169,Yes,paint,Yes ,No,AI art generally,No,portion_of_any_profit_made,50-64,No ,Male,United States of America,threat,I agree that AI art models are a threat to art workers.
169,Yes,paint,Yes ,No,AI art generally,No,portion_of_any_profit_made,50-64,No ,Male,United States of America,utility,I disagree that AI art models are a positive development in the field of art.
169,Yes,paint,Yes ,No,AI art generally,No,portion_of_any_profit_made,50-64,No ,Male,United States of America,ownership,I agree that AI-generated artwork in my style should be considered the property of the AI user. I disagree that AI-generated artwork in my style should be considered my property as the original artist. I agree that AI-generated artwork in my style should be considered the property of the AI model creators.
169,Yes,paint,Yes ,No,AI art generally,No,portion_of_any_profit_made,50-64,No ,Male,United States of America,transparency,I agree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
169,Yes,paint,Yes ,No,AI art generally,No,portion_of_any_profit_made,50-64,No ,Male,United States of America,compensation,I prefer a portion of any profit made from AI art trained on my work.
170,Yes,paint,Yes ,No,AI art generally,Yes ,nocomp_but_no_forprofit,30-49,Yes ,Male,United States of America,threat,I disagree that AI art models are a threat to art workers.
170,Yes,paint,Yes ,No,AI art generally,Yes ,nocomp_but_no_forprofit,30-49,Yes ,Male,United States of America,utility,I agree that AI art models are a positive development in the field of art.
170,Yes,paint,Yes ,No,AI art generally,Yes ,nocomp_but_no_forprofit,30-49,Yes ,Male,United States of America,ownership,I neither agree nor disagree that AI-generated artwork in my style should be considered the property of the AI user. I agree that AI-generated artwork in my style should be considered my property as the original artist. I neither agree nor disagree that AI-generated artwork in my style should be considered the property of the AI model creators.
170,Yes,paint,Yes ,No,AI art generally,Yes ,nocomp_but_no_forprofit,30-49,Yes ,Male,United States of America,transparency,I agree that AI model creators should be required to disclose in detail what art and images they use to train their AI models.
170,Yes,paint,Yes ,No,AI art generally,Yes ,nocomp_but_no_forprofit,30-49,Yes ,Male,United States of America,compensation,"I do not need to profit, but I do not want for-profit companies to profit from my art."
171,Yes,illustration,Yes ,No,AI art generally,No,portion_of_any_profit_made,50-64,No ,Male,United States of America,threat,I agree that AI art models are a threat to art workers.
171,Yes,illustration,Yes ,No,AI art generally,No,portion_of_any_profit_made,50-64,No ,Male,United States of America,utility,I disagree that AI art models are a positive development in the field of art.
